playerId,x,y,shootedBy,distance,angle,passes_before,shots_before,shots_by_team_before,isGoal
418212,69.6,58.4,LeftFoot,33.00146,80.51194876826732,23,1,6,False
322266,86.4,50.0,RightFoot,14.7,90.0,18,1,7,False
442348,88.1,65.4,LeftFoot,16.21111,51.008562425337026,0,0,8,True
322266,74.8,63.4,RightFoot,28.69557,72.05821499676928,18,2,0,False
418212,69.5,66.0,LeftFoot,34.32021,71.5174049040732,28,2,1,False
442316,92.0,49.6,RightFoot,8.42748,85.37230759735763,0,0,5,False
140548,87.7,50.6,Head,13.65,90.0,33,0,6,False
248222,91.4,33.6,LeftFoot,14.93104,39.265144870250715,38,0,2,False
442347,73.5,69.9,RightFoot,31.15524,65.49982441089006,25,1,3,False
322266,78.1,30.4,RightFoot,26.80616,59.512514948807734,24,3,4,False
442348,86.9,70.0,LeftFoot,20.02623,47.226159489072444,3,0,5,False
410989,96.2,49.4,Head,4.25469,80.80492341954267,55,0,6,False
442347,80.3,47.5,RightFoot,21.09885,84.44870975742984,27,2,7,False
442348,77.2,27.0,RightFoot,28.77207,57.07259878427652,3,1,8,False
442348,95.9,45.7,RightFoot,6.2548,57.07259878427652,3,2,9,True
427263,80.5,62.3,LeftFoot,22.52966,68.76456918740065,26,0,7,False
442948,67.5,70.2,RightFoot,37.22341,68.57084068594637,3,0,0,False
442348,88.4,36.4,RightFoot,15.7921,52.92718102906593,3,0,1,False
353948,79.6,58.8,LeftFoot,22.71114,76.14144572472568,47,0,8,False
442348,75.3,43.6,RightFoot,26.67808,79.7208374395982,3,1,2,False
442348,93.7,35.4,RightFoot,12.57229,35.77614928952749,3,2,3,True
442946,88.2,54.2,Head,12.89024,77.81739297656284,4,0,0,False
442946,94.3,65.1,LeftFoot,11.98874,31.701235671593576,5,1,1,False
242261,89.7,50.5,Head,11.55,90.0,3,0,0,False
436116,71.6,40.4,RightFoot,31.20004,77.41136160709746,8,0,0,False
400822,82.9,76.6,LeftFoot,25.88035,46.9098725783516,14,0,1,False
369860,90.2,47.2,Head,10.69634,79.00384919629724,17,0,2,False
330714,81.6,80.4,RightFoot,28.53353,44.36125225311266,2,0,1,False
83333,73.2,76.7,RightFoot,33.41115,58.05105946867284,3,0,2,False
136904,89.4,52.8,Head,11.62979,83.28496512408906,5,0,3,False
